bookId-chunkNo	F0	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22	F23	F24	F25	F26	F27	F28	F29	F30	F31	F32	F33	F34
pg43925-8	0.026	0.178	0.1567	0.0744	0.0245	0.025	0.0231	0.082	0.0337	0.002	0.0137	0.0086	0.01	0.1294	0.0037	0.0536	0.44	0.12	0.44	0.6775	-0.113	-0.108	-0.0042	-0.0095	-0.0106	0.0111	0.0109	0.0013	-0.004	-0.0072	0.0079	0.0043	0.5795	0.3947	0
pg43925-7	0.0264	0.2523	0.054	0.0721	0.0242	0.0257	0.0289	0.0806	0.0379	0.0019	0.0133	0.0049	0.0086	0.1296	-0.019	0.0531	0.52	0.16	0.32	0.7058	-0.113	-0.108	-0.0042	-0.0095	-0.0106	0.0111	0.0109	0.0013	-0.004	-0.0072	0.0079	0.0043	0.5408	0.2105	0
pg5094-5	0.03	0.367	0.1611	0.0775	0.0206	0.0277	0.0322	0.0507	0.0574	0.0006	0	0.0084	0.003	0.0919	-0.0912	0.0292	0.3889	0.25	0.3611	0.7325	-0.0935	-0.919	-0.0012	-0.0063	0.0151	0.0024	-0.0011	-0.0073	-0.0051	0.0133	-0.0076	-0.0021	0.1923	0.2105	0
pg5094-4	0.0281	0.3907	0.0534	0.0846	0.0183	0.0284	0.0291	0.0527	0.0577	0.0005	0	0.0055	0.0034	0.0878	-0.0916	0.0262	0.3889	0.1667	0.4444	0.7149	-0.0935	-0.919	-0.0012	-0.0063	0.0151	0.0024	-0.0011	-0.0073	-0.0051	0.0133	-0.0076	-0.0021	0.1776	0.1842	0
pg5094-7	0.0279	0.2895	0.1676	0.0765	0.0178	0.0312	0.0313	0.0548	0.0571	0.0003	0	0.0062	0.003	0.0926	-0.0882	0.0289	0.5278	0.1944	0.2778	0.7108	-0.0935	-0.919	-0.0012	-0.0063	0.0151	0.0024	-0.0011	-0.0073	-0.0051	0.0133	-0.0076	-0.0021	0.1929	0.1842	0
pg5094-6	0.0293	0.3216	0.1266	0.0799	0.0165	0.03	0.0278	0.0524	0.0582	0.0006	0	0.0043	0.0032	0.0851	-0.0933	0.0314	0.5556	0.1944	0.25	0.7196	-0.0935	-0.919	-0.0012	-0.0063	0.0151	0.0024	-0.0011	-0.0073	-0.0051	0.0133	-0.0076	-0.0021	0.1987	0.2368	0
pg5094-1	0.0321	0.3504	0.1217	0.073	0.0166	0.0286	0.0305	0.0579	0.0529	0.0006	0.0002	0.0087	0.0037	0.0979	-0.0774	0.0253	0.4444	0.25	0.3056	0.6955	-0.0935	-0.919	-0.0012	-0.0063	0.0151	0.0024	-0.0011	-0.0073	-0.0051	0.0133	-0.0076	-0.0021	0.1818	0.2105	0
pg25345-2	0.014	0.4021	0.2385	0.0698	0.0262	0.0342	0.0323	0.0523	0.0475	0.002	0.0043	0.0076	0.0019	0.0985	-0.0335	0.0136	0.5517	0.1724	0.2759	0.6875	-0.0006	0.7019	-0.0096	-0.0008	0.0136	0	-0.0021	0.0148	-0.0056	-0.0082	0.0038	-0.0059	0.0918	0.2105	0
pg5094-3	0.0285	0.3443	0.0972	0.0836	0.0224	0.0312	0.0281	0.0604	0.0558	0.0005	0.0003	0.0053	0.0053	0.0946	-0.0865	0.0321	0.5	0.0833	0.4167	0.6896	-0.0935	-0.919	-0.0012	-0.0063	0.0151	0.0024	-0.0011	-0.0073	-0.0051	0.0133	-0.0076	-0.0021	0.1892	0.1842	0
pg25345-1	0.0152	0.4909	0.1708	0.0608	0.0323	0.0324	0.0432	0.0449	0.0506	0.0017	0.0022	0.0071	0.0029	0.0991	-0.0524	0.015	0.3103	0.1724	0.5172	0.6956	-0.0006	0.7019	-0.0096	-0.0008	0.0136	0	-0.0021	0.0148	-0.0056	-0.0082	0.0038	-0.0059	0.0661	0.1579	0
pg5094-2	0.0297	0.3455	0.0971	0.0806	0.0152	0.027	0.0296	0.0527	0.0576	0.0004	0.0003	0.0053	0.0016	0.0883	-0.0873	0.0235	0.4444	0.1389	0.4167	0.6973	-0.0935	-0.919	-0.0012	-0.0063	0.0151	0.0024	-0.0011	-0.0073	-0.0051	0.0133	-0.0076	-0.0021	0.1577	0.1579	0
pg5094-9	0.0302	0.3377	0.1674	0.0864	0.0205	0.0319	0.0312	0.0574	0.0624	0.0003	0	0.0048	0.0035	0.0937	-0.1122	0.0276	0.6944	0.1944	0.1111	0.7388	-0.0935	-0.919	-0.0012	-0.0063	0.0151	0.0024	-0.0011	-0.0073	-0.0051	0.0133	-0.0076	-0.0021	0.1681	0.3158	0
pg5094-8	0.0292	0.3034	0.1704	0.0825	0.0167	0.0284	0.0281	0.0592	0.0591	0.0001	0.0001	0.0067	0.004	0.0942	-0.1033	0.0351	0.5278	0.1111	0.3611	0.7419	-0.0935	-0.919	-0.0012	-0.0063	0.0151	0.0024	-0.0011	-0.0073	-0.0051	0.0133	-0.0076	-0.0021	0.2187	0.1579	0
pg15321-7	0.0173	0.3276	0.331	0.0872	0.0288	0.0292	0.0449	0.0805	0.0241	0.003	0.0039	0.007	0.0044	0.1393	0.1609	0	0.3333	0.1111	0.5556	0.6842	0.0384	-0.4114	-0.0093	-0.0075	-0.0027	0.0143	0.0151	-0.0017	0.0004	-0.0056	-0.0035	0.0005	0	0	0
pg15321-6	0.0142	0.2861	0.3886	0.0849	0.0273	0.0252	0.0484	0.0837	0.0258	0.0027	0.0035	0.0066	0.0045	0.1449	0.1725	0.0008	0.3889	0.3333	0.2778	0.693	0.0384	-0.4114	-0.0093	-0.0075	-0.0027	0.0143	0.0151	-0.0017	0.0004	-0.0056	-0.0035	0.0005	0	0	0
pg15321-9	0.0165	0.3828	0.2133	0.0927	0.0259	0.0262	0.0466	0.0777	0.0268	0.0026	0.0043	0.0039	0.0071	0.1351	0.11	0.0004	0.4444	0.1667	0.3889	0.6886	0.0384	-0.4114	-0.0093	-0.0075	-0.0027	0.0143	0.0151	-0.0017	0.0004	-0.0056	-0.0035	0.0005	0	0	0
pg15321-8	0.0174	0.3043	0.3123	0.0874	0.0253	0.0254	0.0531	0.0832	0.027	0.0037	0.0046	0.005	0.0042	0.1496	0.1378	0.0008	0.3889	0.1667	0.4444	0.6931	0.0384	-0.4114	-0.0093	-0.0075	-0.0027	0.0143	0.0151	-0.0017	0.0004	-0.0056	-0.0035	0.0005	0	0	0
pg23564-1	0.0119	0.3376	0.0385	0.0446	0.0256	0.0233	0.0304	0.0816	0.0355	0.001	0.0077	0.0118	0.0046	0.1325	0.0287	0.0325	0.25	0.4286	0.3214	0.5815	0.1886	0.9008	-0.0019	-0.0083	-0.0081	-0.0041	-0.007	0.0135	0.0142	0.0043	0.0029	-0.0054	0.3023	0.1579	0
pg34710-11	0.0182	0.4285	0.0327	0.0757	0.0287	0.0254	0.0314	0.0541	0.0379	0.002	0.0067	0.0125	0.0055	0.1067	0.0058	0.026	0.2222	0.3333	0.4444	0.6883	-0.0981	-0.1857	0.0012	0.0013	0.0025	-0.007	-0.0082	0.012	-0.009	-0.0089	0.0134	0.0026	0.2678	0.1842	0
pg34710-10	0.011	0.1212	0.229	0.0901	0.0361	0.0282	0.0374	0.0512	0.0318	0.0009	0.0062	0.0062	0.0024	0.1019	0.0972	0.015	0.3333	0.1852	0.4815	0.6607	-0.0981	-0.1857	0.0012	0.0013	0.0025	-0.007	-0.0082	0.012	-0.009	-0.0089	0.0134	0.0026	0.1346	0.1842	0
pg23564-6	0.0172	0.3635	0.0496	0.0594	0.0212	0.0193	0.0283	0.0802	0.0371	0.0016	0.0096	0.0163	0.0099	0.136	-0.0277	0.0395	0.4483	0.069	0.4828	0.6546	0.1886	0.9008	-0.0019	-0.0083	-0.0081	-0.0041	-0.007	0.0135	0.0142	0.0043	0.0029	-0.0054	0.3678	0.3158	0
pg23564-7	0.0267	0.176	0.1154	0.0756	0.0284	0.0162	0.0235	0.0772	0.0494	0.0002	0.0093	0.0163	0.0124	0.1265	-0.1064	0.0671	0.3793	0.3103	0.3103	0.7516	0.1886	0.9008	-0.0019	-0.0083	-0.0081	-0.0041	-0.007	0.0135	0.0142	0.0043	0.0029	-0.0054	0.5038	0.5	0
pg15321-1	0.0115	0.2519	0.3349	0.0765	0.0295	0.0276	0.0536	0.0788	0.0253	0.0019	0.0038	0.0082	0.0048	0.1463	0.1991	0.0002	0.5	0.2222	0.2778	0.6512	0.0384	-0.4114	-0.0093	-0.0075	-0.0027	0.0143	0.0151	-0.0017	0.0004	-0.0056	-0.0035	0.0005	0.0034	0	0
pg23564-8	0.0177	0.226	0.0948	0.0582	0.0272	0.0218	0.0263	0.0741	0.041	0.0011	0.0115	0.0103	0.0053	0.1233	-0.0197	0.0398	0.5	0.1429	0.3571	0.6874	0.1886	0.9008	-0.0019	-0.0083	-0.0081	-0.0041	-0.007	0.0135	0.0142	0.0043	0.0029	-0.0054	0.3931	0.2105	0
pg23564-9	0.0185	0.1879	0.1529	0.0811	0.0301	0.0136	0.0239	0.0735	0.0481	0.0012	0.0126	0.0122	0.0114	0.1234	-0.1022	0.0438	0.4483	0.2069	0.3448	0.7408	0.1886	0.9008	-0.0019	-0.0083	-0.0081	-0.0041	-0.007	0.0135	0.0142	0.0043	0.0029	-0.0054	0.3241	0.2632	0
pg15321-3	0.0168	0.3796	0.0954	0.0824	0.0214	0.0263	0.0491	0.079	0.0287	0.0033	0.0051	0.009	0.0065	0.1455	0.0972	0.0002	0.3889	0.1667	0.4444	0.7251	0.0384	-0.4114	-0.0093	-0.0075	-0.0027	0.0143	0.0151	-0.0017	0.0004	-0.0056	-0.0035	0.0005	0	0	0
pg23564-2	0.0112	0.4459	0.0261	0.0488	0.0279	0.0234	0.0325	0.0774	0.0396	0.0013	0.009	0.0131	0.0066	0.1333	-0.0055	0.0179	0.5862	0.1724	0.2414	0.652	0.1886	0.9008	-0.0019	-0.0083	-0.0081	-0.0041	-0.007	0.0135	0.0142	0.0043	0.0029	-0.0054	0.1762	0.1316	0
pg15321-2	0.0116	0.2808	0.3427	0.082	0.0245	0.0282	0.0496	0.0774	0.0256	0.0021	0.0047	0.0063	0.0044	0.1401	0.1991	0.0006	0.2778	0.2222	0.5	0.6522	0.0384	-0.4114	-0.0093	-0.0075	-0.0027	0.0143	0.0151	-0.0017	0.0004	-0.0056	-0.0035	0.0005	0	0	0
pg23564-3	0.0085	0.4467	0.0919	0.059	0.0357	0.0227	0.0331	0.0797	0.0377	0.0015	0.0095	0.0185	0.0071	0.1423	0.0029	0.0141	0.3793	0.3448	0.2759	0.6157	0.1886	0.9008	-0.0019	-0.0083	-0.0081	-0.0041	-0.007	0.0135	0.0142	0.0043	0.0029	-0.0054	0.1196	0.1316	0
pg15321-5	0.0164	0.3929	0.2312	0.0778	0.023	0.0247	0.0458	0.0772	0.0267	0.0031	0.0035	0.0071	0.0052	0.1367	0.1363	0.0002	0.2222	0.1667	0.6111	0.723	0.0384	-0.4114	-0.0093	-0.0075	-0.0027	0.0143	0.0151	-0.0017	0.0004	-0.0056	-0.0035	0.0005	0	0	0
pg23564-4	0.0166	0.2114	0.0559	0.0785	0.027	0.019	0.0246	0.0765	0.0409	0.0015	0.009	0.0161	0.0107	0.1277	-0.0535	0.0527	0.5862	0.1034	0.3103	0.6801	0.1886	0.9008	-0.0019	-0.0083	-0.0081	-0.0041	-0.007	0.0135	0.0142	0.0043	0.0029	-0.0054	0.4615	0.3947	0
pg15321-4	0.0117	0.3913	0.142	0.0769	0.0238	0.03	0.0488	0.0792	0.024	0.0028	0.004	0.0083	0.0048	0.1431	0.2124	0.0002	0.4444	0.1667	0.3889	0.6451	0.0384	-0.4114	-0.0093	-0.0075	-0.0027	0.0143	0.0151	-0.0017	0.0004	-0.0056	-0.0035	0.0005	0	0	0
pg23564-5	0.0182	0.2191	0.0786	0.0788	0.0344	0.0176	0.0224	0.076	0.0436	0.0004	0.0102	0.0167	0.0104	0.1257	-0.0652	0.0471	0.3793	0.1034	0.5172	0.6682	0.1886	0.9008	-0.0019	-0.0083	-0.0081	-0.0041	-0.007	0.0135	0.0142	0.0043	0.0029	-0.0054	0.3891	0.3421	0
pg44581-4	0.0125	0.4785	0.0454	0.0597	0.0218	0.0247	0.0294	0.0708	0.0369	0.0003	0.0033	0.0066	0.0006	0.1104	0.0639	0.0244	0.4167	0.2917	0.2917	0.6173	-0.1107	-0.1515	-0.0019	-0.0105	-0.0003	0.0016	-0.0109	-0.0012	0.0133	-0.0024	-0.0001	0.0126	0.2519	0.3421	0
pg44581-5	0.0201	0.52	0.016	0.0727	0.0193	0.0243	0.0278	0.0709	0.0458	0	0.0042	0.0053	0.0028	0.1083	-0.0339	0.0435	0.25	0.0833	0.6667	0.7476	-0.1107	-0.1515	-0.0019	-0.0105	-0.0003	0.0016	-0.0109	-0.0012	0.0133	-0.0024	-0.0001	0.0126	0.3489	0.2632	0
pg44581-2	0.0118	0.5402	0.0511	0.0561	0.0222	0.0282	0.0318	0.0661	0.0382	0.0006	0.0028	0.0052	0.0004	0.1065	0.0545	0.0126	0.375	0.25	0.375	0.6236	-0.1107	-0.1515	-0.0019	-0.0105	-0.0003	0.0016	-0.0109	-0.0012	0.0133	-0.0024	-0.0001	0.0126	0.1095	0.2105	0
pg44581-3	0.0114	0.5778	0.0719	0.0615	0.0233	0.0255	0.0356	0.067	0.0375	0.001	0.0026	0.0031	0.0014	0.1093	0.0545	0.0114	0.1667	0.3333	0.5	0.6074	-0.1107	-0.1515	-0.0019	-0.0105	-0.0003	0.0016	-0.0109	-0.0012	0.0133	-0.0024	-0.0001	0.0126	0.0622	0.1316	0
pg44581-1	0.0135	0.5251	0.0515	0.0578	0.0218	0.0267	0.0322	0.069	0.0399	0.0011	0.0021	0.0054	0.0011	0.1098	0.0315	0.0206	0.2917	0.2083	0.5	0.6319	-0.1107	-0.1515	-0.0019	-0.0105	-0.0003	0.0016	-0.0109	-0.0012	0.0133	-0.0024	-0.0001	0.0126	0.1452	0.2895	0
pg25345-4	0.0163	0.5082	0.1595	0.0723	0.0249	0.0289	0.0314	0.0491	0.0509	0.0032	0.0042	0.003	0.0017	0.0909	-0.0496	0.0147	0.4138	0.2759	0.3103	0.6633	-0.0006	0.7019	-0.0096	-0.0008	0.0136	0	-0.0021	0.0148	-0.0056	-0.0082	0.0038	-0.0059	0.0575	0.1316	0
pg25345-3	0.0131	0.5556	0.108	0.0675	0.0279	0.0328	0.0324	0.0534	0.0472	0.0023	0.0044	0.0045	0.002	0.097	-0.0271	0.0124	0.3793	0.3448	0.2759	0.6273	-0.0006	0.7019	-0.0096	-0.0008	0.0136	0	-0.0021	0.0148	-0.0056	-0.0082	0.0038	-0.0059	0.0717	0.1579	0
pg25345-6	0.0164	0.2817	0.2458	0.0843	0.03	0.0289	0.0313	0.0547	0.0468	0.0041	0.0072	0.0045	0.0044	0.1018	-0.0507	0.0272	0.5517	0.2069	0.2414	0.701	-0.0006	0.7019	-0.0096	-0.0008	0.0136	0	-0.0021	0.0148	-0.0056	-0.0082	0.0038	-0.0059	0.1571	0.2368	0
pg25345-5	0.0166	0.3365	0.3461	0.0828	0.0325	0.0291	0.0309	0.0536	0.0507	0.0022	0.0085	0.0053	0.0039	0.1005	-0.0692	0.0189	0.3448	0.1379	0.5172	0.7044	-0.0006	0.7019	-0.0096	-0.0008	0.0136	0	-0.0021	0.0148	-0.0056	-0.0082	0.0038	-0.0059	0.1007	0.2632	0
pg25345-8	0.0171	0.4129	0.1971	0.0744	0.0305	0.0314	0.0279	0.0516	0.0458	0.003	0.0101	0.0047	0.0038	0.0974	-0.0347	0.0174	0.4483	0.3448	0.2069	0.6905	-0.0006	0.7019	-0.0096	-0.0008	0.0136	0	-0.0021	0.0148	-0.0056	-0.0082	0.0038	-0.0059	0.1118	0.1053	0
pg25345-7	0.0162	0.3104	0.2708	0.068	0.028	0.0286	0.0302	0.0506	0.0414	0.0032	0.0086	0.0058	0.0022	0.0984	0.0029	0.0195	0.5172	0.069	0.4138	0.6312	-0.0006	0.7019	-0.0096	-0.0008	0.0136	0	-0.0021	0.0148	-0.0056	-0.0082	0.0038	-0.0059	0.1152	0.2368	0
pg4653-22	0.0146	0.3159	0.1166	0.0622	0.0236	0.0242	0.0343	0.0574	0.0243	0.0005	0.0006	0.0354	0.0239	0.1282	-0.012	0.0346	0.5909	0.2273	0.1818	0.6597	0.1049	0.5398	0.0119	-0.0031	0.0059	0.0018	-0.0098	-0.0018	-0.0049	-0.01	-0.0031	0.0131	0.35	0.5	0
pg4653-23	0.0119	0.2375	0.0647	0.0802	0.0234	0.0227	0.0357	0.0609	0.0222	0.0004	0.0002	0.0378	0.0209	0.135	0.0013	0.0289	0.4545	0.1364	0.4091	0.7059	0.1049	0.5398	0.0119	-0.0031	0.0059	0.0018	-0.0098	-0.0018	-0.0049	-0.01	-0.0031	0.0131	0.3117	0.3158	0
pg4653-20	0.0187	0.1818	0.1721	0.1038	0.0293	0.0225	0.0347	0.0514	0.0224	0.0003	0.0014	0.0475	0.0255	0.1353	-0.0378	0.0429	0.4091	0.0909	0.5	0.7217	0.1049	0.5398	0.0119	-0.0031	0.0059	0.0018	-0.0098	-0.0018	-0.0049	-0.01	-0.0031	0.0131	0.3988	0.3421	0
pg4653-21	0.0145	0.2402	0.1655	0.0762	0.0229	0.0193	0.0314	0.0537	0.0183	0.0003	0.0015	0.0403	0.0249	0.1272	0.0166	0.032	0.3636	0.2273	0.4091	0.7117	0.1049	0.5398	0.0119	-0.0031	0.0059	0.0018	-0.0098	-0.0018	-0.0049	-0.01	-0.0031	0.0131	0.3476	0.3947	0
pg17446-6	0.0344	0.2979	0.3361	0.1211	0.0256	0.0226	0.0241	0.0372	0.0571	0.001	0.0161	0.0132	0.0059	0.0916	-0.1037	0.0435	0.4595	0.1351	0.4054	0.7864	-0.1348	-1.09	-0.0091	0.001	0.0067	0.005	-0.0009	0.011	-0.008	-0.0092	0.0113	-0.0078	0.3145	0.4211	0
pg17446-7	0.0299	0.2434	0.3085	0.135	0.0232	0.0237	0.0238	0.0418	0.055	0.0008	0.009	0.0194	0.0041	0.0948	-0.0891	0.0439	0.5135	0.1622	0.3243	0.7996	-0.1348	-1.09	-0.0091	0.001	0.0067	0.005	-0.0009	0.011	-0.008	-0.0092	0.0113	-0.0078	0.3419	0.4211	0
pg43609-1	0.014	0.1231	0.0115	0.0148	0.0112	0.0308	0.0515	0.0717	0.0284	0.0005	0.0048	0.0167	0.0005	0.1452	0.2183	0.008	0.2222	0.3889	0.3889	0.4805	0.4007	0.6159	-0.0008	-0.0082	0.0003	0.0014	-0.0065	0.0131	0.0146	0.0014	-0.0076	-0.0076	0.0278	0	0
pg17446-4	0.026	0.2907	0.3096	0.1158	0.0273	0.0234	0.0247	0.0352	0.0509	0.0014	0.0194	0.0207	0.0084	0.1014	-0.0825	0.0348	0.3514	0.2162	0.4324	0.7985	-0.1348	-1.09	-0.0091	0.001	0.0067	0.005	-0.0009	0.011	-0.008	-0.0092	0.0113	-0.0078	0.2699	0.2895	0
pg33604-24	0.0155	0.1871	0.1887	0.1041	0.0247	0.0229	0.0356	0.0703	0.0288	0.0005	0.0129	0.0127	0.0055	0.132	0.0771	0.032	0.4091	0.1818	0.4091	0.7295	0.3147	0.4641	-0.0083	0.0101	0.0098	0.0085	-0.002	-0.0033	-0.0082	-0.0075	0.0086	-0.0078	0.3648	0.2632	0
pg43609-2	0.0133	0.1454	0.0035	0.018	0.0102	0.0286	0.0471	0.0653	0.0303	0.0014	0.0026	0.0191	0.0016	0.1355	0.1642	0.0126	0.1667	0.3889	0.4444	0.5333	0.4007	0.6159	-0.0008	-0.0082	0.0003	0.0014	-0.0065	0.0131	0.0146	0.0014	-0.0076	-0.0076	0.0063	0	0
pg17446-5	0.0338	0.3474	0.2336	0.1122	0.0231	0.0197	0.0223	0.0348	0.0567	0.0011	0.015	0.0223	0.008	0.0955	-0.1119	0.0542	0.7027	0.0541	0.2432	0.7941	-0.1348	-1.09	-0.0091	0.001	0.0067	0.005	-0.0009	0.011	-0.008	-0.0092	0.0113	-0.0078	0.3885	0.4211	0
pg33604-25	0.0189	0.2368	0.1617	0.1022	0.024	0.0227	0.0359	0.0715	0.0334	0.0005	0.0104	0.0147	0.0045	0.133	0.0532	0.0392	0.3636	0.2273	0.4091	0.7388	0.3147	0.4641	-0.0083	0.0101	0.0098	0.0085	-0.002	-0.0033	-0.0082	-0.0075	0.0086	-0.0078	0.4503	0.2368	0
pg43609-3	0.0142	0.1961	0.0221	0.0206	0.0156	0.032	0.0422	0.0678	0.0334	0.0006	0.0036	0.0144	0.0009	0.1286	0.1291	0.0088	0.5	0.1667	0.3333	0.5339	0.4007	0.6159	-0.0008	-0.0082	0.0003	0.0014	-0.0065	0.0131	0.0146	0.0014	-0.0076	-0.0076	0	0	0
pg33604-22	0.0228	0.3597	0.0452	0.0848	0.0214	0.0229	0.0361	0.0737	0.0334	0.0004	0.0116	0.0102	0.0061	0.132	0.0166	0.0462	0.4091	0.1818	0.4091	0.706	0.3147	0.4641	-0.0083	0.0101	0.0098	0.0085	-0.002	-0.0033	-0.0082	-0.0075	0.0086	-0.0078	0.4628	0.3158	0
pg4653-26	0.0181	0.2406	0.1496	0.1049	0.0281	0.0192	0.0346	0.0528	0.0216	0.0002	0.0004	0.0398	0.0289	0.1278	-0.0384	0.0436	0.6818	0.0909	0.2273	0.7747	0.1049	0.5398	0.0119	-0.0031	0.0059	0.0018	-0.0098	-0.0018	-0.0049	-0.01	-0.0031	0.0131	0.4077	0.3684	0
pg33604-23	0.0229	0.2665	0.0745	0.0953	0.0229	0.025	0.0363	0.0743	0.0338	0.0009	0.0133	0.0119	0.0094	0.1367	0.0076	0.0532	0.3636	0.0909	0.5455	0.7482	0.3147	0.4641	-0.0083	0.0101	0.0098	0.0085	-0.002	-0.0033	-0.0082	-0.0075	0.0086	-0.0078	0.533	0.5	0
pg4653-27	0.018	0.2231	0.162	0.0659	0.0225	0.025	0.0351	0.0665	0.0219	0.0016	0.0006	0.0313	0.0216	0.135	0.0304	0.0285	0.4286	0.1905	0.381	0.6886	0.1049	0.5398	0.0119	-0.0031	0.0059	0.0018	-0.0098	-0.0018	-0.0049	-0.01	-0.0031	0.0131	0.3151	0.2368	0
pg17446-8	0.0307	0.4132	0.1932	0.1229	0.0291	0.023	0.0225	0.0301	0.0662	0.0019	0.0068	0.023	0.0072	0.0842	-0.1312	0.0451	0.4722	0.1944	0.3333	0.8346	-0.1348	-1.09	-0.0091	0.001	0.0067	0.005	-0.0009	0.011	-0.008	-0.0092	0.0113	-0.0078	0.2947	0.4211	0
pg33604-20	0.0176	0.278	0.0876	0.0974	0.0224	0.0219	0.0352	0.0741	0.0306	0.0007	0.0121	0.0118	0.0062	0.1339	0.0618	0.0411	0.5	0.1818	0.3182	0.7375	0.3147	0.4641	-0.0083	0.0101	0.0098	0.0085	-0.002	-0.0033	-0.0082	-0.0075	0.0086	-0.0078	0.4571	0.3421	0
pg4653-24	0.0076	0.3669	0.319	0.0552	0.0263	0.0269	0.0362	0.0675	0.0219	0.0001	0.0004	0.0337	0.0127	0.1379	0.11	0.0129	0.4091	0.3182	0.2727	0.6073	0.1049	0.5398	0.0119	-0.0031	0.0059	0.0018	-0.0098	-0.0018	-0.0049	-0.01	-0.0031	0.0131	0.1751	0.3158	0
pg33604-21	0.0165	0.3261	0.0345	0.0833	0.0182	0.0236	0.0411	0.0712	0.0291	0.0005	0.0118	0.0125	0.0043	0.1371	0.0923	0.0386	0.4091	0.1364	0.4545	0.6983	0.3147	0.4641	-0.0083	0.0101	0.0098	0.0085	-0.002	-0.0033	-0.0082	-0.0075	0.0086	-0.0078	0.4076	0.3684	0
pg4653-25	0.0152	0.2544	0.2689	0.0759	0.0271	0.0268	0.038	0.0623	0.0269	0.0008	0.0008	0.0276	0.0182	0.1295	0.0037	0.0272	0.5455	0.2273	0.2273	0.69	0.1049	0.5398	0.0119	-0.0031	0.0059	0.0018	-0.0098	-0.0018	-0.0049	-0.01	-0.0031	0.0131	0.2832	0.2895	0
pg42941-7	0.0122	0.2317	0.0335	0.0218	0.011	0.0261	0.0425	0.0636	0.0268	0.0004	0.0025	0.0161	0.0001	0.1251	0.2543	0.013	0.2	0.4667	0.3333	0.5042	0.1966	0.7366	0.0031	0.0128	-0.0058	0.0017	-0.0102	-0.0015	0.0128	-0.0034	0.0002	-0.0096	0	0	0
pg43609-8	0.0123	0.3238	0.0643	0.0261	0.0159	0.0295	0.043	0.0653	0.0312	0.0009	0.0033	0.0146	0.0007	0.1271	0.1561	0.0101	0.3889	0.2778	0.3333	0.525	0.4007	0.6159	-0.0008	-0.0082	0.0003	0.0014	-0.0065	0.0131	0.0146	0.0014	-0.0076	-0.0076	0.0031	0	0
pg42941-6	0.0114	0.139	0.0163	0.0231	0.0136	0.0263	0.041	0.0674	0.0264	0.0005	0.0036	0.0162	0.0004	0.1287	0.2635	0.0092	0.3333	0.2667	0.4	0.5077	0.1966	0.7366	0.0031	0.0128	-0.0058	0.0017	-0.0102	-0.0015	0.0128	-0.0034	0.0002	-0.0096	0	0	0
pg43609-9	0.0126	0.1954	0.0154	0.0253	0.0136	0.0284	0.0477	0.0637	0.0302	0.0013	0.0022	0.0175	0.0013	0.1324	0.1691	0.0124	0.3333	0.3333	0.3333	0.5474	0.4007	0.6159	-0.0008	-0.0082	0.0003	0.0014	-0.0065	0.0131	0.0146	0.0014	-0.0076	-0.0076	0.0255	0	0
pg42941-5	0.0126	0.1317	0.0285	0.0185	0.0096	0.0286	0.0439	0.0675	0.027	0.0008	0.0028	0.0165	0.0005	0.1315	0.2455	0.0114	0.4667	0.2667	0.2667	0.5111	0.1966	0.7366	0.0031	0.0128	-0.0058	0.0017	-0.0102	-0.0015	0.0128	-0.0034	0.0002	-0.0096	0.0036	0	0
pg42941-4	0.0125	0.1321	0.0143	0.0178	0.0102	0.0249	0.0407	0.0701	0.0248	0.0012	0.0032	0.018	0.0004	0.1332	0.2977	0.01	0.1333	0.6667	0.2	0.4761	0.1966	0.7366	0.0031	0.0128	-0.0058	0.0017	-0.0102	-0.0015	0.0128	-0.0034	0.0002	-0.0096	0.0119	0	0
pg43609-4	0.0118	0.1798	0.0084	0.0225	0.0131	0.0295	0.0454	0.0578	0.0329	0.0006	0.0046	0.018	0.0012	0.1264	0.1334	0.0064	0.3529	0.3529	0.2941	0.5453	0.4007	0.6159	-0.0008	-0.0082	0.0003	0.0014	-0.0065	0.0131	0.0146	0.0014	-0.0076	-0.0076	0.0059	0	0
pg43609-5	0.0116	0.1705	0.0029	0.0211	0.0135	0.0293	0.0382	0.065	0.0327	0.0005	0.0029	0.0151	0.0005	0.1217	0.1422	0.0058	0.2222	0.4444	0.3333	0.5183	0.4007	0.6159	-0.0008	-0.0082	0.0003	0.0014	-0.0065	0.0131	0.0146	0.0014	-0.0076	-0.0076	0.003	0	0
pg42941-9	0.0116	0.2371	0.0241	0.0279	0.0137	0.0273	0.0437	0.069	0.0282	0.0004	0.0043	0.0153	0.0009	0.1328	0.2086	0.01	0.3333	0.3333	0.3333	0.5072	0.1966	0.7366	0.0031	0.0128	-0.0058	0.0017	-0.0102	-0.0015	0.0128	-0.0034	0.0002	-0.0096	0.0049	0	0
pg43609-6	0.0127	0.2455	0.0435	0.0242	0.0149	0.0294	0.0395	0.0631	0.0311	0.0016	0.0025	0.012	0.001	0.1187	0.1577	0.0108	0.1667	0.4444	0.3889	0.5307	0.4007	0.6159	-0.0008	-0.0082	0.0003	0.0014	-0.0065	0.0131	0.0146	0.0014	-0.0076	-0.0076	0.028	0.0263	0
